##########################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
##########################################################################################
Device ID: Swarm Of Rats
100 21043913 359 69.86 16231 22.19
101 21105942 126 24.09 16305 22.19
102 22165215 463 119.23 16983 22.19
103 22170426 352 66.89 17007 22.19
104 22521623 425 99.48 17259 22.19
105 22674066 415 95.00 17376 22.19
106 22838030 467 121.56 17517 22.19
107 23332732 430 101.41 17876 22.19
108 23347347 423 97.36 17906 22.19
109 23520568 350 66.46 18061 22.19
110 23652168 451 113.08 18188 22.19
111 23832099 713 333.08 18332 22.19
112 23911314 348 65.64 18409 22.19
113 24092293 167 28.76 18547 22.19
114 24858867 604 210.97 19110 22.19
115 24879581 606 221.61 19144 22.19
116 24959861 304 53.73 19229 22.19
117 25183857 156 27.28 19411 22.19
118 25370145 575 187.30 19564 22.19
119 25490311 49 15.48 19646 22.19
120 25572576 428 101.58 19718 22.19
121 26438925 531 160.62 20293 22.19
122 26539762 654 259.18 20399 22.19
123 26585123 387 81.05 20444 22.19
124 26587936 51 15.86 20468 22.19
125 26757274 591 188.65 20585 22.19
126 26848097 384 80.08 20668 22.19
127 27709207 78 19.92 21253 22.19
128 27784443 384 80.08 21318 22.19
129 27846701 280 48.67 21375 22.19
130 27858548 184 31.36 21399 22.19
131 28349279 384 80.08 21722 22.19
132 28579637 152 26.78 21894 22.19
133 29292701 364 71.71 22408 22.19
134 30363848 140 25.42 23117 22.19
135 30436274 356 68.46 23175 22.19
136 30686485 167 28.76 23385 22.19
137 30688528 435 104.92 23406 22.19
138 31098178 454 115.28 23682 22.19
139 31391061 332 61.17 23888 22.19
140 31509231 344 64.67 23965 22.19
141 31652582 135 24.92 24091 22.19
142 31853466 430 101.41 24264 22.19
143 31881037 376 76.43 24295 22.19
144 32014851 448 112.41 24393 22.19
145 32264826 76 19.69 24600 22.19
146 32511136 271 46.93 24776 22.19
147 32927007 63 17.91 25090 22.19
148 33103608 524 150.73 25245 22.19
149 33178875 51 15.86 25311 22.19
150 33233737 657 260.46 25372 22.19
151 33703440 281 48.90 25709 22.19
152 34707169 403 88.99 26392 22.19
153 36132435 142 25.64 27337 22.19
154 36699164 312 55.68 27753 22.19
155 36971607 384 80.08 27973 22.19
156 37553464 307 54.48 28385 22.19
157 38266375 396 85.28 28888 22.19
158 38354387 560 175.34 28968 22.19
159 38546662 78 19.92 29104 22.19
160 39540511 403 88.99 29774 22.19
161 39907377 286 49.78 30038 22.19
162 40043631 364 71.71 30169 22.19
163 40179525 430 101.41 30282 22.19
164 40211820 560 175.34 30331 22.19
165 40510200 286 49.78 30560 22.19
166 40848589 384 80.08 30782 22.19
167 40937583 193 32.84 30858 22.19
168 41736789 615 227.36 31405 22.19
169 41763757 627 249.17 31447 22.19
170 41978954 102 22.15 31624 22.19
171 42632894 376 76.43 32066 22.19
172 43353270 430 101.41 32528 22.19
173 43377865 387 81.05 32565 22.19
174 43427751 368 72.93 32619 22.19
175 43590645 664 270.86 32751 22.19
176 43894820 463 119.23 33008 22.19
177 44173620 67 18.51 33220 22.19
178 44429421 120 23.58 33410 22.19
179 44508823 393 83.55 33478 22.19
180 44656750 63 17.91 33607 22.19
181 45009298 384 80.08 33838 22.19
182 45129344 152 26.78 33937 22.19
183 45178060 51 15.86 33992 22.19
184 45316853 399 87.30 34096 22.19
185 46543811 193 32.84 34913 22.19
186 46651789 112 22.94 35011 22.19
187 46894141 358 69.10 35188 22.19
188 47265353 352 66.89 35448 22.19
189 47437816 569 185.56 35601 22.19
190 47860302 496 144.49 35884 22.19
191 47882307 352 66.89 35918 22.19
192 48105742 167 28.76 36098 22.19
193 48895493 428 101.58 36648 22.19
194 49186686 384 80.08 36859 22.19
195 49352988 415 95.00 36989 22.19
196 49373691 497 142.37 37014 22.19
197 49514283 719 344.94 37138 22.19
198 49617687 412 92.93 37224 22.19
199 49638569 380 78.12 37258 22.19
200 49994177 529 156.43 37483 22.19
201 50462303 152 26.78 37844 22.19
202 51096996 423 97.36 38297 22.19
203 51349748 361 70.62 38483 22.19
204 51393202 153 26.90 38536 22.19
205 51402971 135 24.92 38561 22.19
206 51636315 319 57.64 38734 22.19
207 51737257 94 21.50 38824 22.19
208 51827363 622 244.71 38909 22.19
209 51839329 433 104.37 38938 22.19
210 51900255 376 76.43 38997 22.19
211 51993786 588 183.26 39085 22.19
212 52068486 63 17.91 39169 22.19
213 52205935 561 174.17 39282 22.19
214 52379697 184 31.36 39421 22.19
215 52672052 216 36.85 39641 22.19
216 53264590 273 47.25 40062 22.19
217 53509048 515 147.53 40223 22.19
218 53578333 432 101.61 40291 22.19
219 53725424 711 380.66 40413 22.19
220 53773478 318 57.28 40463 22.19
221 54128467 216 36.85 40721 22.19
222 54198843 632 232.56 40790 22.19
223 54235499 78 19.92 40836 22.19
224 55157693 280 48.67 41456 22.19
225 55241079 455 117.03 41530 22.19
226 55319584 448 112.41 41607 22.19
227 55379994 71 19.06 41668 22.19
228 55596312 511 149.39 41811 22.19
229 55873120 380 78.12 42008 22.19
230 55925778 419 97.20 42063 22.19
231 55981015 83 20.46 42120 22.19
232 56287939 428 101.58 42352 22.19
233 56553888 649 269.34 42550 22.19
234 56967998 432 101.61 42803 21.97
235 57254532 350 66.46 43007 22.19
236 57401087 211 35.96 43126 21.76
237 57476559 432 101.61 43202 21.76
238 57706334 227 38.83 43400 21.76
239 57708192 344 64.67 43420 22.19
240 57992718 636 231.85 43620 22.19
241 58222714 280 48.67 43796 21.97
242 59287616 96 21.67 44536 21.54
243 59442605 817 712.06 44661 21.76
244 59750107 140 25.42 44897 21.54
245 59813417 350 66.46 44960 21.76
246 59961167 705 364.03 45081 21.54
247 60108264 344 64.67 45200 21.54
248 60393212 408 90.57 45404 22.19
249 60750639 415 95.00 45670 21.54
250 61594599 444 109.09 46234 21.54
251 61645428 348 65.64 46298 21.54
252 62126439 78 19.92 46659 21.54
253 62270318 176 30.09 46781 21.54
254 62344278 432 101.61 46853 21.54
255 62344946 614 229.43 46872 21.54
256 62385933 527 155.96 46913 21.54
257 62450175 396 85.28 46977 21.54
258 62458887 513 148.53 47003 21.54
259 62482858 448 112.41 47043 21.54
260 62786851 252 43.42 47265 21.54
261 63238712 204 34.73 47605 21.54
262 63953010 391 82.35 48105 21.54
263 64079735 396 85.28 48205 21.54
264 64399308 120 23.58 48448 21.54
265 64752719 302 53.30 48706 21.54
266 65029752 344 64.67 48902 21.54
267 65268246 252 43.42 49081 21.54
268 65315562 688 328.69 49137 21.54
269 65368011 236 40.44 49183 21.54
270 65374885 176 30.09 49206 21.54
271 65713177 423 97.36 49450 21.33
272 65734784 207 35.26 49487 21.54
273 65855073 310 55.16 49574 21.54
274 65865056 384 80.08 49596 21.54
275 66027801 355 68.30 49708 21.33
276 66062069 199 33.86 49745 21.54
277 66418717 376 76.43 49999 21.11
278 66497208 115 23.18 50081 21.33
279 67096338 536 160.18 50550 20.90
280 67477486 721 433.48 50843 20.90
281 67584341 265 45.75 50927 21.54
282 67780576 460 119.54 51082 21.11
283 67914548 326 59.13 51188 21.11
284 68040906 359 69.86 51289 21.11
285 68041692 396 85.28 51309 21.33
286 68271977 455 117.03 51466 21.33
287 68321763 110 22.78 51511 20.90
288 68356805 399 87.30 51553 20.90
289 68610957 287 50.23 51761 20.90
290 68780522 332 61.17 51911 21.11
291 69057217 451 113.08 52103 20.90
292 69643645 519 154.30 52565 20.90
293 69706583 376 76.43 52625 20.90
294 69738092 472 125.87 52670 20.90
295 70222791 615 227.36 52983 20.90
296 70280567 231 39.55 53035 20.90
297 70312406 147 26.19 53074 20.90
298 70437916 440 109.25 53174 20.90
299 70584742 440 109.25 53286 20.90
300 70657426 51 15.86 53366 20.90
301 70684449 399 87.30 53405 20.90
302 70789608 316 56.81 53509 20.90
303 70887913 76 19.69 53595 20.90
304 71036619 60 17.43 53711 20.90
305 71088811 51 15.86 53768 21.11
306 71220190 428 101.58 53869 20.90
307 71624928 588 183.26 54163 21.54
308 71825111 295 51.75 54331 21.54
309 71920632 230 39.39 54409 21.54
310 72360478 423 97.36 54747 21.54
311 72416279 76 19.69 54796 21.54
312 72784247 255 43.96 55052 21.54
313 73107706 275 47.73 55299 21.76
314 73196264 575 187.30 55367 21.97
315 73719391 575 187.30 55705 21.76
316 73780198 463 119.23 55770 22.19
317 74454794 536 160.18 56232 22.19
318 74509617 543 164.77 56295 22.19
319 74714996 259 44.69 56445 22.19
320 74867687 487 132.65 56567 22.19
321 74964382 271 46.93 56644 22.19
322 75137233 71 19.06 56808 22.19
323 75202778 371 73.82 56877 22.19
324 75228043 263 45.37 56920 22.19
325 75668639 291 50.97 57243 22.19
326 75688360 430 101.41 57276 22.19
327 75751708 359 69.86 57339 22.19
328 75963599 364 71.71 57490 22.19
329 76686901 150 26.54 57965 22.19
330 76854435 323 58.48 58096 22.19
331 77377333 391 82.35 58442 22.19
332 78573451 428 101.58 59256 22.19
333 78813495 606 221.61 59433 22.19
334 78955803 364 71.71 59542 22.19
335 79158479 391 82.35 59694 22.19
336 79192581 313 56.02 59751 22.19
337 79265790 364 71.71 59819 22.19
338 80177750 291 50.97 60443 22.19
339 80382779 131 24.54 60600 22.19
340 80389870 209 35.61 60627 22.19
341 80420497 515 147.53 60664 22.19
342 80875197 433 104.37 60982 22.19
343 81054512 472 125.87 61125 22.19
344 81305783 364 71.71 61310 22.19
345 81651475 441 109.77 61551 22.19
346 81921290 56 16.76 61739 22.19
347 82031363 83 20.46 61817 22.19
348 82208997 172 29.49 61944 22.19
349 82315520 57 16.93 62046 22.19
350 82416260 135 24.92 62131 22.19
351 82622291 195 33.17 62310 22.19
352 82639328 504 143.61 62341 22.19
353 82802174 273 47.25 62484 22.19
354 82960049 390 82.70 62602 22.19
355 83099092 419 97.20 62720 22.19
356 83304120 444 109.09 62882 22.19
357 83706270 227 38.83 63162 22.19
358 83767958 67 18.51 63224 22.19
359 83851639 319 57.64 63289 22.19
360 83901667 231 39.55 63344 22.19
361 83910048 444 109.09 63371 22.19
362 83939608 433 104.37 63418 22.19
363 84236177 49 15.48 63649 22.19
364 84429074 622 244.71 63803 22.19
365 84461670 193 32.84 63858 22.19
366 84690368 432 101.61 64020 22.19
367 84809566 334 61.44 64113 22.19
368 84931766 483 132.60 64201 22.19
369 84937894 711 380.66 64229 22.19
370 85124594 492 134.92 64367 22.19
371 85288785 142 25.64 64520 22.19
372 85389751 433 104.37 64604 22.19
373 85834819 307 54.48 64934 22.19
374 86072772 172 29.49 65113 22.19
375 86304159 440 109.25 65288 22.19
376 86709011 188 32.01 65567 22.19
377 86870256 255 43.96 65711 22.19
378 86938643 56 16.76 65785 22.19
379 86982871 679 318.29 65845 22.19
380 87386562 624 242.54 66147 22.19
381 87488771 174 29.79 66244 22.19
382 87874789 348 65.64 66519 22.19
383 88033383 465 122.12 66626 22.19
384 88086956 472 125.87 66676 22.19
385 88125767 358 69.10 66729 22.19
386 88693368 606 221.61 67152 22.19
387 88705828 297 52.13 67175 22.19
388 89111949 359 69.86 67486 22.19
389 89249227 380 78.12 67605 22.19
390 89477888 332 61.17 67803 22.19
391 89945769 483 132.60 68120 22.19
392 89989109 792 615.27 68162 22.19
393 90071906 252 43.42 68256 22.19
394 90323413 227 38.83 68429 22.19
395 90340453 207 35.26 68462 22.19
396 90591721 135 24.92 68638 22.19
397 91161470 624 242.54 69061 22.19
398 91281068 448 112.41 69159 22.19
399 91615719 364 71.71 69407 22.19
400 91667377 263 45.37 69453 22.19
401 91760519 399 87.30 69531 22.19
402 91987718 384 80.08 69696 22.19
403 92362519 532 156.20 69992 22.19
404 92660308 355 68.30 70204 22.19
405 93337335 71 19.06 70654 22.19
406 93375152 56 16.76 70695 22.19
407 93401848 287 50.23 70741 22.19
408 93693478 350 66.46 70983 22.19
409 94109368 166 28.62 71274 22.19
410 94128279 412 92.93 71319 22.19
411 94546402 415 95.00 71609 22.19
412 94666086 649 269.34 71699 22.19
413 94741746 211 35.96 71766 22.19
414 94905723 412 92.93 71907 22.19
415 95440729 385 80.11 72262 22.19
416 95485923 608 202.86 72305 22.19
417 96669131 56 16.76 73117 22.19
418 96780511 224 38.29 73219 22.19
419 96857551 401 87.91 73300 22.19
420 97217143 960 1674.43 73540 22.19
421 97597014 716 337.96 73822 22.19
422 97872424 440 109.25 74024 22.19
423 97914246 432 101.61 74066 22.19
424 98286323 344 64.67 74370 22.19
425 98347050 371 73.82 74422 22.19
426 98353952 369 73.42 74448 22.19
427 98738917 344 64.67 74726 22.19
428 98743234 414 93.93 74750 22.19
429 99126807 124 23.92 75006 22.19
430 99143988 396 85.28 75035 22.19
431 99171202 387 81.05 75077 22.19
432 99214819 355 68.30 75127 22.19
433 99220275 396 85.28 75149 22.19
434 99727869 775 556.41 75477 22.19
435 99766077 368 72.93 75525 22.19
436 100598894 252 43.42 76075 22.19
437 100809196 632 232.56 76219 22.19
438 100900848 604 210.97 76309 22.19
439 101419585 120 23.58 76647 22.19
440 101732429 211 35.96 76873 22.19
441 101829602 176 30.09 76952 22.19
442 102025634 563 181.65 77083 22.19
443 102057585 601 200.55 77121 22.19
444 102218546 518 151.06 77242 22.19
445 102223327 56 16.76 77264 22.19
446 102505674 504 143.61 77470 22.19
447 103394943 435 104.92 78085 22.19
448 103782233 227 38.83 78329 22.19
449 103807948 231 39.55 78364 22.19
450 103945959 304 53.73 78487 22.19
451 103988834 184 31.36 78535 22.19
452 104299127 463 119.23 78759 22.19
453 104831258 358 69.10 79145 22.19
454 104907485 192 32.67 79212 22.19
455 104935008 252 43.42 79251 22.19
456 105080735 273 47.25 79366 22.19
457 105228494 835 828.23 79475 22.19
458 105238280 504 143.61 79502 22.19
459 105397490 209 35.61 79639 22.19
460 105653084 152 26.78 79848 22.19
461 105849831 511 149.39 79996 22.19
462 105885276 366 72.41 80043 22.19
463 106123493 54 16.41 80244 22.19
464 106223454 408 90.57 80333 22.19
465 106315583 696 307.73 80415 22.19
466 106581979 120 23.58 80596 22.19
467 106692214 368 72.93 80700 22.19
468 106797998 505 145.23 80788 22.19
469 106991753 423 97.36 80927 22.19
470 107020752 419 97.20 80966 22.19
471 107029321 440 109.25 80993 22.19
472 107145271 318 57.28 81097 22.19
473 107308591 137 25.12 81228 22.19
474 107561141 478 129.43 81443 22.19
475 107767364 97 21.75 81586 22.19
476 107933180 572 183.73 81744 22.19
477 108034032 240 41.21 81837 22.19
478 108451787 399 87.30 82126 22.19
479 108498213 419 97.20 82176 22.19
480 108625358 529 156.43 82275 22.19
481 109004550 56 16.76 82543 22.19
482 109086558 659 253.36 82612 22.19
483 109193945 415 95.00 82689 22.19
484 109317028 579 187.32 82790 22.19
485 109419011 705 364.03 82875 22.19
486 110194571 88 20.96 83452 22.19
487 110537358 51 15.86 83707 22.19
488 110650746 568 189.84 83799 22.19
489 111038558 174 29.79 84080 22.19
490 111073419 81 20.25 84128 22.19
491 111269534 688 328.69 84269 22.19
492 111319412 231 39.55 84326 22.19
493 111493793 380 78.12 84456 22.19
494 111511773 691 332.16 84490 22.19
495 111607453 62 17.75 84560 22.19
496 111675323 163 28.20 84641 22.19
497 112103143 312 55.68 84945 22.19
498 112389048 391 82.35 85137 22.19
499 112398757 435 104.92 85169 22.19
500 112659458 86 20.77 85372 22.19
501 112788775 465 122.12 85472 22.19
502 112959817 248 42.69 85621 22.19
503 112988129 70 18.93 85653 22.19
504 113076472 348 65.64 85728 22.19
505 113725849 415 95.00 86163 22.19
506 114117039 728 431.28 86434 22.19
507 114236988 595 212.63 86553 22.19
508 114391139 384 80.08 86674 22.19
509 114859285 348 65.64 87026 22.19
510 114919260 451 113.08 87072 22.19
511 115049872 97 21.75 87178 22.19
512 115295603 263 45.37 87355 22.19
513 115326673 444 109.09 87391 22.19
514 115354630 696 307.73 87437 22.19
515 116096652 284 49.41 87912 22.19
516 116098392 625 226.08 87935 22.19
517 116393247 476 129.76 88142 22.19
518 116645269 263 45.37 88342 22.19
519 117240002 408 90.57 88727 22.19
520 117320163 158 27.53 88793 22.19
521 117327106 56 16.76 88818 22.19
522 117446376 487 132.65 88925 22.19
523 117517607 339 62.98 88998 22.19
524 117682813 390 82.70 89123 22.19
525 117884324 462 120.87 89285 22.19
526 117999840 432 101.61 89374 22.19
527 118047256 463 119.23 89433 22.19
528 118183930 627 249.17 89548 22.19
529 118197004 524 150.73 89579 22.19
530 118339500 563 181.65 89691 22.19
531 118349918 423 97.36 89722 22.19
532 118394296 352 66.89 89770 22.19
533 118693934 70 18.93 89989 22.19
534 119621258 478 129.43 90609 22.19
535 119628403 537 162.17 90633 22.19
536 119683718 684 283.21 90706 22.19
537 119764107 150 26.54 90765 22.19
538 119979138 472 125.87 90940 22.19
539 120078475 455 117.03 91032 22.19
540 120124934 487 132.65 91088 22.19
541 120282664 300 52.79 91200 22.19
542 120419245 150 26.54 91317 22.19
543 120627677 248 42.69 91497 22.19
544 121629161 465 122.12 92178 22.19
545 121688872 390 82.70 92257 22.19
546 122689476 366 72.41 92949 22.19
547 123024318 57 16.93 93178 22.19
548 123154625 588 183.26 93279 22.19
549 123288090 476 129.76 93379 22.19
550 123291203 152 26.78 93404 22.19
551 123432652 399 87.30 93520 22.19
552 123435430 248 42.69 93539 22.19
553 123527785 96 21.67 93633 22.19
554 123867047 511 149.39 93903 22.19
555 124022352 624 242.54 94025 22.19
556 124183923 81 20.25 94140 22.19
557 125224898 384 80.08 94825 22.19
558 125488968 359 69.86 95010 22.19
559 125511335 227 38.83 95046 22.19
560 125742785 224 38.29 95221 22.19
561 125949082 152 26.78 95367 22.19
562 126052989 369 73.42 95462 22.19
563 126809156 198 33.69 96002 22.19
564 126898612 249 42.85 96079 22.19
565 127326230 688 328.69 96393 22.19
566 127569392 608 202.86 96580 22.19
567 128064202 415 95.00 96926 22.19
568 128213345 391 82.35 97041 22.19
569 128294951 451 113.08 97108 22.19
570 128328001 49 15.48 97141 22.19
571 128364458 63 17.91 97188 22.19
572 128414353 376 76.43 97246 22.19
573 128560486 384 80.08 97350 22.19
574 128568867 403 88.99 97374 22.19
575 128588800 83 20.46 97405 22.19
576 129403525 422 97.97 97974 22.19
577 129603342 255 43.96 98123 22.19
578 129696999 97 21.75 98199 22.19
579 129847411 423 97.36 98311 22.19
580 130229666 143 25.74 98590 22.19
581 130450628 355 68.30 98766 22.19
582 131704951 408 90.57 99698 22.19
583 131873718 844 916.36 99842 22.19
584 133472406 736 412.77 101049 22.19
585 133672398 423 97.36 101196 22.19
586 133777683 398 85.63 101265 22.19
587 133804302 620 217.12 101306 22.19
588 133846821 327 59.28 101358 22.19
589 134024175 348 65.64 101493 22.19
590 134035402 271 46.93 101524 22.19
591 134335276 707 320.63 101739 22.19
592 134457691 167 28.76 101843 22.19
593 134640750 152 26.78 101961 22.19
594 135154269 463 119.23 102346 22.19
595 136110570 412 92.93 102997 22.19
596 136554421 188 32.01 103326 22.19
597 136619658 380 78.12 103394 22.19
598 137090344 419 97.20 103738 22.19
599 137197533 391 82.35 103827 22.19
600 137492903 112 22.94 104028 22.19
601 137687784 448 112.41 104185 22.19
602 137712807 785 647.86 104216 22.19
603 138132811 415 95.00 104518 22.19
604 138191032 348 65.64 104572 22.19
605 138302551 376 76.43 104660 22.19
606 138692377 368 72.93 104957 22.19
607 138730795 686 278.39 105002 22.19
608 139577968 551 164.56 105567 22.19
609 140020780 172 29.49 105906 22.19
610 140192889 380 78.12 106040 22.19
611 140728746 56 16.76 106451 22.19
612 140999873 88 20.96 106642 22.19
613 141082496 423 97.36 106729 22.19
614 141219952 435 104.92 106838 22.19
615 141850253 230 39.39 107298 22.19
616 142547426 76 19.69 107813 22.19
617 142689866 657 260.46 107926 22.19
618 143022035 487 132.65 108167 21.97
619 143196502 423 97.36 108299 22.19
620 143230254 639 249.88 108348 21.97
621 143362027 659 253.36 108451 21.76
622 144336843 344 64.67 109089 21.76
623 144390706 531 160.62 109145 21.54
624 144589875 547 162.22 109296 21.54
625 144665869 199 33.86 109350 21.54
626 144672128 433 104.37 109374 21.54
627 145032027 423 97.36 109632 21.54
628 145068873 688 328.69 109680 21.97
629 145181339 415 95.00 109773 21.54
630 145770470 671 277.06 110235 21.54
631 145804942 627 249.17 110281 21.54
632 146016845 319 57.64 110432 21.54
633 146046456 156 27.28 110477 21.54
634 146384945 780 538.09 110732 21.54
635 146810944 88 20.96 111058 21.54
636 147311598 71 19.06 111441 21.54
637 147501768 62 17.75 111574 21.54
638 147920359 355 68.30 111842 21.54
639 148029277 432 101.61 111930 21.54
640 148626677 108 22.63 112354 21.54
641 148817822 167 28.76 112506 21.54
642 149238518 415 95.00 112802 21.54
643 149718196 487 132.65 113158 21.54
644 149756154 376 76.43 113202 21.54
645 149814112 316 56.81 113274 21.54
646 149915202 711 380.66 113347 21.54
647 149942707 415 95.00 113385 21.54
648 150140340 344 64.67 113530 21.54
649 150182057 271 46.93 113576 21.54
650 150579340 275 47.73 113894 21.54
651 150732100 92 21.32 114026 21.54
652 151193511 312 55.68 114376 21.54
653 151295421 384 80.08 114459 21.54
654 151394588 419 97.20 114555 21.33
655 151638605 647 246.69 114733 21.33
656 151773456 255 43.96 114820 21.54
657 152001798 248 42.69 114974 21.54
658 152030054 647 246.69 115009 21.33
659 152542975 606 221.61 115372 20.90
660 152930574 88 20.96 115635 21.54
661 153237030 127 24.18 115865 21.11
662 153342489 728 431.28 115952 20.90
663 153737051 263 45.37 116235 21.11
664 153766603 271 46.93 116273 21.11
665 154092831 768 471.89 116530 20.90
666 154513107 689 300.98 116831 21.11
667 154859763 408 90.57 117104 20.90
668 154949306 56 16.76 117191 20.90
669 155073731 332 61.17 117298 20.90
670 155543313 689 300.98 117658 20.90
671 155819466 540 166.11 117902 20.90
672 155862662 190 32.33 117957 20.90
673 157063070 568 189.84 118828 20.90
674 157127722 71 19.06 118883 20.90
675 157136593 396 85.28 118908 20.90
676 158116222 352 66.89 119565 21.54
677 158300911 240 41.21 119702 21.54
678 158337364 224 38.29 119741 21.54
679 158503825 664 270.86 119881 21.54
680 159347054 460 119.54 120479 22.19
681 159455518 192 32.67 120565 22.19
682 159496499 639 249.88 120617 22.19
683 159620632 384 80.08 120720 22.19
684 159905685 268 46.26 120914 22.19
685 159905795 211 35.96 120934 22.19
686 160183805 63 17.91 121165 22.19
687 160233774 376 76.43 121219 22.19
688 160401595 476 129.76 121354 22.19
689 160580266 390 82.70 121505 22.19
690 160783199 359 69.86 121676 22.19
691 160908638 335 61.77 121791 22.19
692 161232295 97 21.75 122059 22.19
693 161418778 167 28.76 122195 22.19
694 161444741 384 80.08 122233 22.19
695 161830448 412 92.93 122508 22.19
696 162167007 508 144.95 122721 22.19
697 162211633 71 19.06 122762 22.19
698 162311613 430 101.41 122844 22.19
699 162358055 295 51.75 122903 22.19
700 162658017 460 119.54 123125 22.19
701 163342748 334 61.44 123613 22.19
702 163546172 398 85.63 123789 22.19
703 163916229 396 85.28 124072 22.19
704 164060371 240 41.21 124195 22.19
705 164305127 159 27.66 124387 22.19
706 164863184 280 48.67 124806 22.19
707 165077886 319 57.64 124973 22.19
708 165174643 79 20.03 125048 22.19
709 165183965 519 154.30 125078 22.19
710 165480167 440 109.25 125296 22.19
711 165809719 385 80.11 125540 22.19
712 166174755 312 55.68 125802 22.19
713 166188377 376 76.43 125831 22.19
714 167196881 71 19.06 126517 22.19
715 167204970 335 61.77 126544 22.29
716 167258899 547 162.22 126610 22.19
717 167344764 263 45.37 126684 22.19
718 167597251 152 26.78 126858 22.19
719 167710191 335 61.77 126945 22.29
720 167798041 255 43.96 127023 22.19
721 167948020 600 203.87 127154 22.19
722 167984285 81 20.25 127197 22.19
723 168448687 696 307.73 127526 22.19
