##########################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
##########################################################################################
Device ID: Swarm Of Rats
145 25184290 332 61.17 20018 22.51
146 25286636 444 109.09 20111 22.51
147 25460160 472 125.87 20227 22.19
148 25815321 152 26.78 20462 22.40
149 25929497 143 25.74 20562 22.40
150 26485839 88 20.96 20964 22.19
151 26614455 384 80.08 21098 22.29
152 26643383 78 19.92 21140 22.40
153 26662977 65 18.22 21175 22.29
154 26835900 608 202.86 21301 22.19
155 27052363 376 76.43 21465 22.29
156 27076521 551 164.56 21499 22.19
157 27299218 54 16.41 21663 22.29
158 27434738 704 326.52 21792 22.19
159 27455451 236 40.44 21828 22.19
160 27514170 396 85.28 21878 22.19
161 27541645 588 183.26 21917 22.19
162 27881378 326 59.13 22159 22.19
163 27908158 159 27.66 22193 22.29
164 27915544 56 16.76 22216 22.19
165 28300824 103 22.23 22485 22.19
166 28510219 366 72.41 22647 22.19
167 28603641 396 85.28 22727 22.19
168 28772950 399 87.30 22862 22.19
169 28785437 412 92.93 22893 22.19
170 28906764 639 249.88 22998 22.19
171 28942610 639 249.88 23039 22.19
172 29085915 78 19.92 23185 22.19
173 29150907 88 20.96 23245 22.19
174 29232242 608 202.86 23310 22.19
175 29494905 78 19.92 23505 22.19
176 29574633 476 129.76 23579 22.19
177 29576667 430 101.41 23600 22.19
178 29709562 860 906.43 23701 22.19
179 29740118 207 35.26 23742 22.19
180 29777611 65 18.22 23788 22.19
181 29788021 403 88.99 23815 22.19
182 29879403 92 21.32 23895 22.19
183 29889669 103 22.23 23921 22.19
184 29942049 524 150.73 23974 22.19
185 29969723 556 174.47 24006 22.19
186 30075335 352 66.89 24086 22.19
