##########################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
##########################################################################################
Device ID: Swarm Of Rats
123 79350 63 17.91 2364 22.51
124 80485 56 16.76 2383 22.51
125 80692 220 37.58 2405 22.51
126 81336 153 26.90 2424 22.51
127 81462 463 119.23 2443 22.51
128 81535 240 41.21 2462 22.51
129 81658 63 17.91 2481 22.51
130 82429 70 18.93 2500 22.51
131 82621 408 90.57 2519 22.51
132 84582 176 30.09 2538 22.51
133 85018 96 21.67 2557 22.51
134 85058 65 18.22 2576 22.51
135 85760 209 35.61 2595 22.51
136 86299 88 20.96 2614 22.72
137 88841 179 30.55 2633 22.51
138 88893 195 33.17 2652 22.51
139 88998 51 15.86 2671 22.51
140 89717 54 16.41 2690 22.51
141 89834 399 87.30 2718 22.51
142 90017 355 68.30 2737 22.51
143 90338 425 99.48 2756 22.51
144 90655 68 18.65 2775 22.51
145 90741 432 101.61 2794 22.51
146 91413 51 15.86 2813 22.51
147 91436 454 115.28 2832 22.51
148 91495 252 43.42 2851 22.51
149 91885 428 101.58 2870 22.72
150 92640 152 26.78 2889 22.51
151 94215 99 21.91 2908 22.51
152 94849 79 20.03 2927 22.51
153 95094 355 68.30 2946 22.72
154 95620 452 114.20 2965 22.51
155 95948 56 16.76 2984 22.51
156 96267 384 80.08 3004 22.51
157 97582 419 97.20 3029 22.51
158 99120 71 19.06 3048 22.72
159 99594 199 33.86 3067 22.51
160 99626 352 66.89 3086 22.51
161 100270 51 15.86 3105 22.51
162 100837 423 97.36 3124 22.51
163 101356 48 15.29 3143 22.72
164 102196 71 19.06 3162 22.72
165 102772 348 65.64 3181 22.51
166 103708 472 125.87 3200 22.51
167 104528 504 143.61 3219 22.51
168 104846 387 81.05 3238 22.51
169 105844 225 38.48 3262 22.51
170 106352 83 20.46 3281 22.72
171 107113 99 21.91 3300 22.51
172 107169 78 19.92 3319 22.51
173 107417 79 20.03 3344 22.72
174 107598 423 97.36 3363 22.51
175 107631 419 97.20 3382 22.51
176 110447 188 32.01 3401 22.51
177 110488 207 35.26 3420 22.51
178 110600 255 43.96 3439 22.51
179 111853 398 85.63 3458 22.51
180 112343 248 42.69 3477 22.72
181 112518 376 76.43 3497 22.72
182 113410 103 22.23 3516 22.72
183 113766 227 38.83 3535 22.51
184 114489 440 109.25 3554 22.72
185 114771 145 25.96 3573 22.72
186 117452 355 68.30 3592 22.72
187 117549 358 69.10 3611 22.72
188 117918 184 31.36 3636 22.72
189 118870 56 16.76 3655 22.72
190 119257 344 64.67 3674 22.72
191 119771 300 52.79 3694 22.51
192 120737 359 69.86 3713 22.72
193 120864 600 203.87 3732 22.51
194 121125 120 23.58 3751 22.51
195 122911 163 28.20 3770 22.72
196 123597 167 28.76 3793 22.51
197 126000 71 19.06 3813 22.94
198 126293 63 17.91 3832 22.51
199 126790 126 24.09 3851 22.51
200 128710 152 26.78 3870 22.72
201 129359 225 38.48 3889 22.72
202 130338 185 31.51 3908 22.72
203 130859 284 49.41 3927 22.72
204 131050 220 37.58 3950 22.72
205 133180 182 31.03 3969 22.51
206 133895 455 117.03 3988 22.72
207 134331 76 19.69 4007 22.72
208 134516 57 16.93 4026 22.72
209 135698 207 35.26 4045 22.72
210 135898 455 117.03 4064 22.51
211 137682 145 25.96 4083 22.72
212 137907 236 40.44 4102 22.72
213 139709 110 22.78 4121 22.72
214 140992 440 109.25 4140 22.72
215 141314 209 35.61 4159 22.94
216 143804 387 81.05 4178 22.72
217 144005 364 71.71 4197 22.72
218 145255 112 22.94 4216 22.72
219 145460 385 80.11 4239 22.72
220 145666 147 26.19 4258 22.94
221 147487 137 25.12 4277 22.72
222 147786 167 28.76 4296 23.15
223 148137 384 80.08 4315 23.15
224 148940 655 252.34 4338 23.15
225 149281 120 23.58 4357 22.72
226 149581 56 16.76 4377 22.94
227 149644 451 113.08 4396 22.94
228 150631 455 117.03 4415 22.72
229 151206 227 38.83 4434 22.94
230 152033 147 26.19 4454 22.94
231 152206 56 16.76 4473 22.72
232 152412 147 26.19 4492 22.72
233 152986 652 262.10 4511 22.94
234 153483 227 38.83 4531 22.94
235 154978 222 37.96 4555 22.94
236 155360 184 31.36 4574 22.72
237 155580 120 23.58 4593 23.15
238 156187 463 119.23 4612 22.72
239 157673 248 42.69 4631 22.94
240 158113 153 26.90 4650 22.94
241 158999 327 59.28 4669 22.72
242 159690 167 28.76 4688 22.51
243 159735 63 17.91 4707 23.15
244 160131 177 30.25 4726 22.94
245 163310 89 21.05 4745 22.94
246 163420 137 25.12 4764 23.15
247 163733 398 85.63 4783 22.72
248 163886 368 72.93 4802 22.94
249 164758 259 44.69 4821 22.72
250 165381 108 22.63 4843 22.94
251 165799 92 21.32 4862 23.15
252 166263 60 17.43 4887 22.94
253 166726 211 35.96 4906 22.72
254 167558 432 101.61 4925 22.72
255 167827 79 20.03 4944 22.94
256 168192 71 19.06 4963 22.72
257 168789 384 80.08 4982 22.72
258 169616 632 232.56 5001 22.94
259 170808 438 107.18 5020 22.72
260 172794 220 37.58 5039 23.15
261 172905 327 59.28 5058 22.94
262 172983 83 20.46 5077 22.94
263 173056 224 38.29 5096 23.15
264 174130 129 24.35 5115 23.15
265 174315 198 33.69 5134 22.94
266 174572 184 31.36 5158 22.72
267 174740 705 364.03 5177 22.72
268 175566 460 119.54 5196 22.72
269 176009 81 20.25 5215 23.15
270 176969 63 17.91 5234 23.15
271 177167 435 104.92 5253 22.94
272 177669 268 46.26 5272 23.15
273 178434 152 26.78 5291 23.15
274 179031 364 71.71 5310 23.15
275 179059 321 58.01 5329 23.15
276 179522 78 19.92 5348 23.15
277 179650 199 33.86 5367 23.15
278 179892 198 33.69 5386 22.94
279 180214 408 90.57 5405 22.94
280 181256 207 35.26 5429 23.15
281 182145 65 18.22 5452 23.15
282 183550 639 249.88 5471 22.51
283 184860 384 80.08 5490 23.15
284 185131 99 21.91 5509 23.15
285 185554 48 15.29 5528 23.15
286 186383 49 15.48 5547 23.15
287 187691 391 82.35 5566 23.15
288 187919 140 25.42 5585 23.15
289 188361 519 154.30 5604 22.94
290 188934 92 21.32 5624 23.15
291 189049 96 21.67 5643 23.15
292 189803 88 20.96 5663 23.15
293 189902 110 22.78 5682 22.94
294 191414 227 38.83 5701 23.15
295 191676 316 56.81 5720 23.15
296 192587 497 142.37 5740 23.15
297 192640 527 155.96 5763 23.15
298 192710 271 46.93 5783 23.15
299 192904 463 119.23 5802 22.94
300 194385 355 68.30 5821 23.15
301 194813 377 76.28 5840 23.15
302 195810 284 49.41 5859 23.15
303 196077 268 46.26 5879 23.15
304 196813 352 66.89 5898 22.94
305 198109 214 36.49 5917 23.15
306 198283 99 21.91 5936 23.15
307 198443 56 16.76 5959 23.15
308 198468 112 22.94 5978 23.15
309 198612 96 21.67 5997 23.15
310 199225 496 144.49 6016 23.15
311 199372 352 66.89 6035 23.15
312 199622 94 21.50 6059 23.15
313 200090 204 34.73 6078 23.15
314 200413 172 29.49 6097 22.94
315 200532 99 21.91 6117 23.15
316 201168 254 43.77 6136 22.94
317 201273 318 57.28 6155 23.15
318 202905 265 45.75 6174 23.15
319 203975 174 29.79 6194 22.94
320 204115 463 119.23 6213 23.15
321 205806 156 27.28 6232 22.94
322 206255 280 48.67 6251 23.15
323 206754 88 20.96 6271 23.15
324 207219 135 24.92 6290 23.15
325 207343 248 42.69 6309 23.15
326 207425 147 26.19 6328 22.94
327 208715 408 90.57 6347 23.15
328 208768 88 20.96 6371 23.15
329 209270 135 24.92 6390 23.15
330 210474 401 87.91 6409 23.15
331 211415 240 41.21 6428 23.15
332 212678 275 47.73 6447 23.15
333 213159 211 35.96 6466 22.94
334 214811 192 32.67 6486 23.15
335 214964 396 85.28 6510 23.15
336 215340 430 101.41 6529 23.15
337 216083 432 101.61 6548 23.15
338 216238 560 175.34 6567 23.15
339 216661 376 76.43 6586 23.15
340 217517 384 80.08 6605 23.15
341 217924 302 53.30 6624 23.15
342 218066 224 38.29 6644 23.15
343 218134 78 19.92 6669 23.15
344 219602 352 66.89 6688 23.15
345 220046 497 142.37 6707 23.15
346 220203 135 24.92 6727 23.15
347 220773 519 154.30 6746 23.15
348 220934 664 270.86 6766 23.15
349 221197 419 97.20 6785 23.15
350 221673 216 36.85 6804 23.15
351 222806 113 23.02 6823 23.15
352 223368 199 33.86 6842 23.15
353 223496 387 81.05 6861 23.15
354 223541 195 33.17 6880 22.94
355 223607 492 134.92 6899 23.15
356 223672 240 41.21 6919 23.15
357 223737 56 16.76 6938 23.15
358 224935 81 20.25 6958 23.15
359 226369 60 17.43 6983 23.15
360 226469 255 43.96 7002 23.15
361 226729 78 19.92 7021 23.15
362 227529 391 82.35 7043 23.15
363 228124 344 64.67 7062 23.15
364 228996 135 24.92 7081 23.15
365 229051 62 17.75 7100 23.15
366 229494 51 15.86 7119 23.15
367 229695 255 43.96 7138 23.15
368 230092 248 42.69 7157 23.15
369 230523 408 90.57 7176 23.15
370 231420 67 18.51 7195 23.15
371 231816 56 16.76 7214 23.15
372 232171 564 178.37 7233 23.15
373 232263 280 48.67 7252 23.15
374 232452 140 25.42 7271 23.15
375 233354 79 20.03 7293 23.15
376 233761 723 388.29 7312 23.15
377 233784 65 18.22 7331 23.15
378 234112 224 38.29 7350 23.15
379 234398 280 48.67 7369 23.15
380 235865 209 35.61 7388 23.15
381 237573 430 101.41 7407 23.15
382 238011 63 17.91 7426 23.15
383 238117 371 73.82 7445 23.15
384 238884 224 38.29 7464 23.15
385 240490 71 19.06 7483 23.15
386 240603 350 66.46 7502 23.15
387 240656 56 16.76 7521 23.15
388 241289 56 16.76 7540 23.15
389 241444 135 24.92 7559 23.15
390 242684 327 59.28 7587 23.15
391 242843 88 20.96 7606 23.15
392 244687 56 16.76 7625 23.15
393 246148 355 68.30 7644 23.15
394 246921 78 19.92 7663 23.15
395 247258 211 35.96 7682 23.15
396 247334 384 80.08 7701 23.15
397 249789 271 46.93 7720 23.15
398 249846 433 104.37 7739 23.15
399 250185 207 35.26 7758 23.15
400 250241 304 53.73 7777 23.15
401 250504 195 33.17 7796 23.15
402 250871 339 62.98 7815 23.15
403 251568 376 76.43 7834 23.15
404 251960 49 15.48 7853 23.15
405 252472 334 61.44 7872 23.15
406 252544 428 101.58 7896 23.15
407 252660 124 23.92 7917 23.15
408 252971 60 17.43 7936 23.15
409 253895 460 119.54 7955 23.15
410 254217 323 58.48 7974 23.15
411 255037 230 39.39 7993 23.15
412 255475 476 129.76 8012 23.15
413 256068 199 33.86 8031 23.15
414 256151 430 101.41 8050 23.15
415 256286 615 227.36 8069 23.15
416 256863 384 80.08 8088 23.15
417 257102 319 57.64 8107 23.15
418 257623 312 55.68 8129 23.15
419 259412 51 15.86 8148 23.15
420 259479 70 18.93 8167 23.15
421 260039 92 21.32 8192 23.15
422 261363 147 26.19 8212 23.15
423 261659 163 28.20 8232 23.15
424 262136 103 22.23 8251 23.15
425 262432 51 15.86 8270 23.15
426 262942 103 22.23 8289 23.15
427 262980 217 37.04 8308 23.15
428 263322 273 47.25 8327 23.15
429 263615 273 47.25 8346 23.15
430 264903 263 45.37 8365 23.15
431 265537 152 26.78 8385 23.15
432 266384 56 16.76 8404 23.15
433 266641 216 36.85 8423 23.15
434 267221 359 69.86 8442 23.15
435 267485 184 31.36 8461 23.15
436 268295 399 87.30 8480 23.15
437 268625 344 64.67 8504 23.15
438 269217 358 69.10 8523 23.15
439 270001 348 65.64 8542 23.15
440 270116 664 270.86 8561 23.15
441 272422 334 61.44 8580 23.15
442 272920 79 20.03 8599 23.15
443 273174 222 37.96 8618 23.15
444 273729 216 36.85 8637 23.15
445 274489 60 17.43 8656 23.15
446 275518 97 21.75 8680 23.15
447 276506 153 26.90 8699 23.15
448 277611 216 36.85 8718 23.15
449 277770 67 18.51 8737 23.15
450 278161 415 95.00 8756 23.15
451 278571 473 126.29 8775 23.15
452 279541 240 41.21 8798 23.15
453 279996 499 141.24 8817 23.15
454 280461 286 49.78 8836 23.15
455 281028 422 97.97 8855 23.15
456 281350 376 76.43 8874 23.15
457 282287 430 101.41 8893 23.15
458 282548 56 16.76 8912 23.15
459 282584 227 38.83 8931 23.15
460 283922 67 18.51 8950 23.15
461 284148 156 27.28 8970 23.15
462 284854 147 26.19 8990 23.15
463 285099 384 80.08 9009 23.15
464 285514 216 36.85 9028 23.15
465 285881 286 49.78 9047 23.15
466 286094 344 64.67 9067 23.15
467 286619 487 132.65 9086 23.15
468 286791 51 15.86 9109 23.15
469 287849 396 85.28 9128 23.15
470 288279 167 28.76 9147 23.15
471 288744 120 23.58 9166 23.15
472 288799 415 95.00 9185 23.15
473 290069 359 69.86 9207 23.15
474 290252 51 15.86 9226 23.15
475 290279 536 160.18 9245 23.15
476 290634 188 32.01 9265 23.15
477 291684 415 95.00 9284 23.15
478 291721 83 20.46 9303 23.15
479 292212 108 22.63 9322 23.15
480 293573 71 19.06 9341 23.15
481 293609 159 27.66 9360 23.15
482 295681 225 38.48 9380 23.15
483 295749 364 71.71 9399 23.15
484 296232 54 16.41 9422 23.15
485 296963 79 20.03 9441 23.15
486 297171 83 20.46 9460 23.15
487 297440 432 101.61 9479 23.15
488 297730 56 16.76 9498 23.15
489 298644 192 32.67 9517 23.15
490 298721 152 26.78 9536 23.15
491 299708 60 17.43 9555 23.15
492 300244 334 61.44 9574 23.15
493 300290 56 16.76 9593 23.15
494 300564 433 104.37 9612 23.15
495 301182 94 21.50 9631 23.15
496 302223 184 31.36 9650 23.15
497 302494 147 26.19 9669 23.15
498 302730 188 32.01 9688 23.15
499 302972 435 104.92 9710 23.15
500 304269 432 101.61 9729 23.15
501 304668 92 21.32 9752 23.15
