##########################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
##########################################################################################
Device ID: Swarm Of Rats
108 68915 366 72.41 2093 20.90
109 69638 398 85.63 2112 20.90
110 70037 647 246.69 2131 20.25
111 70136 115 23.18 2150 20.90
112 70800 304 53.73 2169 20.90
113 71040 263 45.37 2188 20.58
114 71364 307 54.48 2207 20.25
115 72090 636 231.85 2226 20.90
116 72218 195 33.17 2245 20.58
117 72373 120 23.58 2264 20.58
118 72900 185 31.51 2283 20.58
119 72924 63 17.91 2302 20.25
120 73105 231 39.55 2321 20.25
121 76440 396 85.28 2340 19.82
122 77406 129 24.35 2359 19.93
123 80434 399 87.30 2379 19.93
124 82095 255 43.96 2401 19.72
125 82443 568 189.84 2420 19.72
126 83303 147 26.19 2439 19.61
127 83467 455 117.03 2458 19.61
128 84410 275 47.73 2477 19.61
129 85222 236 40.44 2496 19.72
130 85488 465 122.12 2515 19.61
131 85549 368 72.93 2534 19.72
132 85708 440 109.25 2553 19.61
133 86410 798 700.68 2576 19.61
134 87256 152 26.78 2595 19.61
135 87932 263 45.37 2614 19.72
136 88827 244 41.94 2633 19.61
137 90951 255 43.96 2652 19.61
138 91103 460 119.54 2671 19.61
139 91591 67 18.51 2696 19.61
140 92154 92 21.32 2715 19.61
141 92401 231 39.55 2734 19.61
142 92726 184 31.36 2753 19.61
143 93496 467 121.56 2772 19.61
144 93802 103 22.23 2791 19.61
145 94303 435 104.92 2810 19.61
146 94833 481 129.57 2829 19.61
147 95046 179 30.55 2849 19.61
148 95614 176 30.09 2868 19.61
149 96596 83 20.46 2887 19.61
150 97809 380 78.12 2906 19.61
151 100333 423 97.36 2925 19.61
152 100888 179 30.55 2944 19.61
153 102361 67 18.51 2963 19.61
154 103315 120 23.58 2983 19.61
155 103911 48 15.29 3008 19.61
156 104920 112 22.94 3027 19.61
157 106792 97 21.75 3046 19.61
158 106867 67 18.51 3065 19.61
159 107281 275 47.73 3085 19.61
160 107722 324 58.89 3104 19.61
161 109388 236 40.44 3128 19.61
162 109450 556 174.47 3147 19.61
163 109579 364 71.71 3167 19.61
164 110139 211 35.96 3186 19.61
165 110204 108 22.63 3205 19.61
166 110677 560 175.34 3224 19.61
167 111293 86 20.77 3244 19.61
168 112858 97 21.75 3263 19.61
169 113377 79 20.03 3282 19.61
170 113401 152 26.78 3301 19.61
171 114325 366 72.41 3326 19.61
172 114908 412 92.93 3345 19.61
173 115886 460 119.54 3364 19.61
174 117252 540 166.11 3384 19.61
175 117711 166 28.62 3403 19.61
176 118065 384 80.08 3422 19.61
177 118278 312 55.68 3441 19.61
178 118774 448 112.41 3460 19.61
179 118963 143 25.74 3479 19.61
180 119261 440 109.25 3498 19.61
181 119727 423 97.36 3517 19.61
182 119926 428 101.58 3536 19.61
183 120051 304 53.73 3555 19.61
184 120114 172 29.49 3574 19.61
185 120368 79 20.03 3593 19.61
186 120532 163 28.20 3618 19.61
187 121842 225 38.48 3637 19.61
188 122291 243 41.74 3659 19.61
189 122632 207 35.26 3678 19.61
190 122887 201 34.22 3697 19.61
191 123239 280 48.67 3716 19.61
192 123528 96 21.67 3735 19.61
193 123683 339 62.98 3754 19.61
194 123988 432 101.61 3773 19.61
195 125112 639 249.88 3792 19.61
196 125892 408 90.57 3811 19.61
197 126149 451 113.08 3830 19.61
198 126350 483 132.60 3849 19.61
199 126501 206 35.07 3868 19.61
200 128101 102 22.15 3887 19.61
201 129837 432 101.61 3906 19.61
202 129969 63 17.91 3930 19.61
203 130022 211 35.96 3951 19.61
204 130666 108 22.63 3970 19.61
205 131903 51 15.86 3989 19.61
206 132919 56 16.76 4008 19.61
207 132953 60 17.43 4027 19.61
208 133441 419 97.20 4046 19.61
209 134002 167 28.76 4065 19.61
210 134419 412 92.93 4084 19.61
211 134671 190 32.33 4103 19.61
212 135108 60 17.43 4122 19.61
213 135971 255 43.96 4141 19.61
214 136122 115 23.18 4160 19.61
215 136280 236 40.44 4179 19.61
216 136530 158 27.53 4201 19.61
217 137640 327 59.28 4226 19.61
218 137831 88 20.96 4245 19.61
219 138136 268 46.26 4264 19.61
220 138220 156 27.28 4284 19.61
221 138948 318 57.28 4303 19.61
222 139081 387 81.05 4322 19.61
223 139365 63 17.91 4341 19.61
224 140347 217 37.04 4360 19.61
225 141380 52 16.04 4379 19.61
226 141620 231 39.55 4398 19.61
227 141948 174 29.79 4417 19.61
228 143076 531 160.62 4436 19.61
229 143304 103 22.23 4455 19.61
230 144727 188 32.01 4474 19.61
231 146469 636 231.85 4493 19.61
232 146545 216 36.85 4512 19.61
233 147112 167 28.76 4536 19.61
234 147585 124 23.92 4555 19.61
235 147882 199 33.86 4574 19.61
236 149299 60 17.43 4593 19.61
237 149533 376 76.43 4612 19.61
238 149575 428 101.58 4631 19.61
239 150759 167 28.76 4650 19.61
240 150809 112 22.94 4669 19.61
241 151377 368 72.93 4688 19.61
242 153339 57 16.93 4707 19.61
243 153495 79 20.03 4726 19.61
244 153595 63 17.91 4751 19.61
245 154261 163 28.20 4770 19.61
246 154450 359 69.86 4789 19.61
247 156273 632 232.56 4808 19.61
248 157426 60 17.43 4830 19.61
249 158178 71 19.06 4849 19.61
250 159113 152 26.78 4868 19.61
251 159216 368 72.93 4887 19.61
252 159453 384 80.08 4906 19.61
253 160057 216 36.85 4925 19.61
254 160608 259 44.69 4944 19.61
255 161987 327 59.28 4963 19.61
256 162712 432 101.61 4982 19.61
257 163105 172 29.49 5001 19.61
258 163290 455 117.03 5020 19.61
259 163383 120 23.58 5039 19.61
260 163431 179 30.55 5058 19.61
261 163772 140 25.42 5077 19.61
262 164827 172 29.49 5096 19.39
263 166575 606 221.61 5115 18.96
264 167121 204 34.73 5139 19.39
265 167665 207 35.26 5158 19.39
266 167755 307 54.48 5177 19.39
267 168116 396 85.28 5196 19.39
268 169043 348 65.64 5217 19.39
269 170262 103 22.23 5236 19.39
270 171959 415 95.00 5255 19.39
271 172176 156 27.28 5274 19.18
272 172824 255 43.96 5299 19.18
273 173210 207 35.26 5318 18.96
274 174685 92 21.32 5337 18.96
275 176276 536 160.18 5356 18.75
276 176610 432 101.61 5375 18.96
277 177778 220 37.58 5394 18.32
278 179003 368 72.93 5413 18.32
279 179429 428 101.58 5436 18.32
280 179898 152 26.78 5455 18.43
281 180899 270 46.71 5474 18.32
282 180989 63 17.91 5493 18.43
283 181556 156 27.28 5512 18.43
284 181616 62 17.75 5531 18.32
285 181784 409 91.12 5550 18.32
286 181911 147 26.19 5569 18.11
287 182118 83 20.46 5588 18.11
288 182482 88 20.96 5607 18.11
289 183153 67 18.51 5626 18.11
290 183237 172 29.49 5645 18.11
291 183813 135 24.92 5664 18.11
292 184184 412 92.93 5683 18.00
293 184314 56 16.76 5702 18.11
294 184779 240 41.21 5721 18.00
295 185389 63 17.91 5745 18.00
296 185996 92 21.32 5764 18.00
297 186372 207 35.26 5783 18.00
298 186858 444 109.09 5802 18.00
299 188754 435 104.92 5825 18.00
300 189314 719 344.94 5844 18.00
301 190072 79 20.03 5863 18.00
302 190781 295 51.75 5882 18.00
303 191374 152 26.78 5901 18.00
304 191741 440 109.25 5920 18.00
305 192072 51 15.86 5939 18.00
306 193018 167 28.76 5958 18.00
307 193163 412 92.93 5977 18.00
308 193275 184 31.36 5996 18.00
309 196767 376 76.43 6015 18.00
310 198223 444 109.09 6034 18.00
311 199240 108 22.63 6058 18.00
312 202396 307 54.48 6077 18.00
313 202893 161 27.93 6096 18.00
314 203020 408 90.57 6116 18.00
315 203115 79 20.03 6135 18.00
316 203460 172 29.49 6154 18.00
317 203495 448 112.41 6173 18.00
318 205010 295 51.75 6193 18.00
319 206389 120 23.58 6212 18.00
320 207322 220 37.58 6231 18.00
321 207534 449 112.05 6250 18.00
322 208095 480 130.21 6269 18.00
323 208387 62 17.75 6288 18.00
324 208941 76 19.69 6307 18.00
325 210144 167 28.76 6326 18.00
326 210438 248 42.69 6350 18.00
327 211067 121 23.66 6374 18.00
328 211236 353 67.64 6393 18.00
329 211711 199 33.86 6412 18.00
330 212435 127 24.18 6431 18.00
331 213350 300 52.79 6450 18.00
332 213540 441 109.77 6469 18.00
333 213979 433 104.37 6488 18.00
334 214011 225 38.48 6507 18.00
335 215665 49 15.48 6526 18.00
336 215978 140 25.42 6545 18.00
337 216184 167 28.76 6564 18.00
338 217700 60 17.43 6583 18.00
339 218197 415 95.00 6602 18.00
340 218591 455 117.03 6621 18.00
341 219095 409 91.12 6640 18.00
342 219319 588 183.26 6664 18.00
343 220083 494 141.37 6683 17.78
344 220148 543 164.77 6702 18.00
345 220229 335 61.77 6721 18.00
346 220813 593 187.91 6740 17.78
347 221054 81 20.25 6759 18.00
348 222358 388 81.40 6778 17.35
349 222683 108 22.63 6797 18.00
350 223141 449 112.05 6816 18.00
351 224671 280 48.67 6835 18.00
352 225359 147 26.19 6854 17.78
353 225420 108 22.63 6873 17.57
354 226762 371 73.82 6892 17.57
355 226861 99 21.91 6917 17.78
356 227121 359 69.86 6936 17.57
357 227701 63 17.91 6960 17.57
358 227770 368 72.93 6980 17.57
359 229476 231 39.55 6999 17.57
360 229658 60 17.43 7018 17.35
361 232733 423 97.36 7037 17.35
362 233446 126 24.09 7056 17.35
363 234207 88 20.96 7075 17.35
364 234740 96 21.67 7094 17.35
365 234777 384 80.08 7113 17.35
366 236183 624 242.54 7132 17.35
367 236967 399 87.30 7151 17.35
368 237156 255 43.96 7170 17.35
369 238208 294 51.51 7189 17.35
370 238458 263 45.37 7208 17.35
371 238560 216 36.85 7227 17.35
372 238794 199 33.86 7246 17.35
373 240566 62 17.75 7268 17.35
374 241960 184 31.36 7287 17.35
375 244535 78 19.92 7306 17.35
376 244641 231 39.55 7325 17.35
377 245564 419 97.20 7344 17.35
378 245782 380 78.12 7363 17.35
379 247928 88 20.96 7382 17.35
380 248328 622 244.71 7401 17.35
381 248608 63 17.91 7420 17.35
382 249883 83 20.46 7439 17.25
383 251262 291 50.97 7464 17.14
384 251689 51 15.86 7483 17.14
385 252235 412 92.93 7502 16.92
386 252550 238 40.82 7521 17.35
387 252742 131 24.54 7540 16.92
388 252784 403 88.99 7564 16.92
389 254222 384 80.08 7583 17.35
390 254410 255 43.96 7602 16.92
391 255188 207 35.26 7621 16.92
392 255228 448 112.41 7640 16.82
393 257868 323 58.48 7659 16.71
394 258161 359 69.86 7678 16.92
395 258755 531 160.62 7697 16.71
396 258826 207 35.26 7716 16.71
397 259509 387 81.05 7735 16.71
398 260905 145 25.96 7754 16.71
399 261039 83 20.46 7773 16.71
400 262166 486 135.98 7792 16.71
401 262515 287 50.23 7811 16.71
402 263614 57 16.93 7830 16.71
403 263667 103 22.23 7849 16.71
404 263995 56 16.76 7873 16.71
405 264621 248 42.69 7894 16.71
406 265563 435 104.92 7913 16.71
407 265593 143 25.74 7932 16.71
408 268113 96 21.67 7951 16.71
409 268211 216 36.85 7970 16.71
410 268290 430 101.41 7992 16.71
411 268592 124 23.92 8011 16.71
412 268676 83 20.46 8031 16.71
413 268742 334 61.44 8050 16.71
414 269605 240 41.21 8069 16.71
415 270178 76 19.69 8089 16.71
416 270562 423 97.36 8108 16.71
417 271241 199 33.86 8127 16.71
418 271308 159 27.66 8146 16.71
419 271684 455 117.03 8171 16.71
420 271829 70 18.93 8191 16.71
421 272336 419 97.20 8210 16.71
422 272734 435 104.92 8229 16.71
423 272964 216 36.85 8248 16.71
424 273178 280 48.67 8267 16.71
425 273234 135 24.92 8286 16.71
426 273436 271 46.93 8306 16.71
427 273539 73 19.32 8325 16.71
428 273989 527 155.96 8344 16.71
429 274655 57 16.93 8364 16.71
430 275172 195 33.17 8383 16.71
431 276360 67 18.51 8402 16.71
432 276528 430 101.41 8421 16.71
433 276799 140 25.42 8440 16.71
434 277166 97 21.75 8460 16.71
435 277350 409 91.12 8484 16.71
436 277374 600 203.87 8503 16.71
437 277990 195 33.17 8522 16.71
438 279627 384 80.08 8547 16.71
439 279795 222 37.96 8566 16.71
440 280877 152 26.78 8585 16.71
441 282198 112 22.94 8604 16.71
442 282561 49 15.48 8623 16.71
443 282616 56 16.76 8642 16.71
444 283349 391 82.35 8661 16.71
445 283910 176 30.09 8680 16.71
446 285086 376 76.43 8699 16.71
447 285286 120 23.58 8718 16.71
448 286138 433 104.37 8737 16.71
449 286334 134 24.82 8756 16.71
450 286375 371 73.82 8780 16.71
451 287022 57 16.93 8799 16.71
452 287306 344 64.67 8818 16.71
453 287588 56 16.76 8837 16.71
454 288270 275 47.73 8856 16.71
455 288360 49 15.48 8876 16.71
456 288404 403 88.99 8895 16.71
457 288665 161 27.93 8914 16.71
458 289256 286 49.78 8933 16.71
459 289957 199 33.86 8952 16.71
460 290193 238 40.82 8971 16.71
461 290413 376 76.43 8990 16.71
462 291185 486 135.98 9009 16.71
463 291383 231 39.55 9029 16.71
464 292398 248 42.69 9048 16.71
465 292826 707 320.63 9068 16.71
466 293219 419 97.20 9095 16.71
467 293310 56 16.76 9115 16.71
468 293365 115 23.18 9134 16.71
469 294381 51 15.86 9154 16.71
470 294640 380 78.12 9173 16.71
